Name,Price,Set,Rarity,x1,x2,x3,x4
Hydroform,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Keymaster Rogue,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Knight Watch,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Leyline Phantom,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Mark for Death,0.03,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Merfolk of the Depths,0.03,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Midnight Recovery,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Millennial Gargoyle,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Mindeye Drake,0.03,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Mortus Strider,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Nav Squad Commandos,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Predator's Rapport,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Primal Visitation,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Rapid Hybridization,0.03,GTC,Uncommon,0.00,0.00%,+0.01,+42.00%
Righteous Charge,0.03,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Riot Gear,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Ruination Wurm,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Rust Scarab,0.03,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Sage's Row Denizen,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Sapphire Drake,0.03,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Scab-Clan Charger,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Scorchwalker,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Shattering Blow,0.03,GTC,Common,+0.01,+50.00%,+0.01,+50.00%
Simic Keyrune,0.03,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Skyblinder Staff,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Skygames,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Slate Street Ruffian,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Smog Elemental,0.03,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Tin Street Market,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Totally Lost,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Towering Thunderfist,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Warmind Infantry,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Way of the Thief,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Zarichi Tiger,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Act of Treason,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Aetherize,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Alpha Authority,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Balustrade Spy,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Basilica Screecher,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Beckon Apparition,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Bioshift,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Borborygmos Enraged,0.02,GTC,Mythic,0.00,0.00%,0.00,0.00%
Boros Elite,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Boros Guildgate,0.02,GTC,Common,0.00,0.00%,-0.01,-36.00%
Boros Keyrune,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Burst of Strength,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Cartel Aristocrat,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Cloudfin Raptor,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Contaminated Ground,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Court Street Denizen,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Crackling Perimeter,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Crocanura,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Crowned Ceratok,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Crypt Ghast,0.02,GTC,Rare,+0.01,+100.00%,0.00,0.00%
Daring Skyjek,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Death's Approach,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Deathcult Rogue,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Debtor's Pulpit,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Dimir Charm,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Dimir Guildgate,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Dimir Keyrune,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Dinrova Horror,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Drakewing Krasis,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Duskmantle Guildmage,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Elusive Krasis,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Experiment One,0.02,GTC,Uncommon,0.00,0.00%,-0.01,-36.00%
Forced Adaptation,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Fortress Cyclops,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Foundry Street Denizen,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Frenzied Tilling,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Gateway Shade,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Ghor-Clan Rampager,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
"Gideon, Champion of Justice",0.02,GTC,Mythic,0.00,0.00%,0.00,0.00%
Gift of Orzhova,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Gridlock,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Grisly Spectacle,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Ground Assault,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Gruul Charm,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Gruul Guildgate,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Gruul Keyrune,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Guardian of the Gateless,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Guildscorn Ward,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Hands of Binding,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Hindervines,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Hold the Gates,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Holy Mantle,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Homing Lightning,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Illness in the Ranks,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Incursion Specialist,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Ivy Lane Denizen,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Killing Glare,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Kingpin's Pet,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Knight of Obligation,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Last Thoughts,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Madcap Skills,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Martial Glory,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Massive Raid,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Master Biomancer,0.02,GTC,Mythic,-0.04,-67.00%,-0.04,-69.00%
Mental Vapors,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Metropolis Sprite,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Miming Slime,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Mugging,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Murder Investigation,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Nightveil Specter,0.02,GTC,Rare,0.00,0.00%,0.00,0.00%
Nimbus Swimmer,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
"Obzedat, Ghost Council",0.02,GTC,Mythic,-0.04,-67.00%,-0.02,-56.00%
Ordruun Veteran,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Orzhov Charm,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Orzhov Guildgate,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Orzhov Keyrune,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Paranoid Delusions,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Pit Fight,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Prophetic Prism,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Psychic Strike,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Purge the Profane,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Razortip Whip,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Ripscale Predator,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Serene Remembrance,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Shadow Alley Denizen,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Shadow Slice,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Simic Charm,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Simic Fluxmage,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Simic Guildgate,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Skarrg Guildmage,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Skinbrand Goblin,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Slaughterhorn,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Spell Rupture,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Spire Tracer,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Structural Collapse,0.02,GTC,Common,0.00,0.00%,-0.01,-33.00%
Sunhome Guildmage,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Syndic of Tithes,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Syndicate Enforcer,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Thrull Parasite,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Tower Defense,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Truefire Paladin,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Undercity Informer,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Urban Evolution,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Verdant Haven,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Vizkopa Guildmage,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Voidwalk,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Wasteland Viper,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Wight of Precinct Six,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Wildwood Rebirth,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Wrecking Ogre,0.02,GTC,Rare,0.00,0.00%,0.00,0.00%
Zameck Guildmage,0.02,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Zhur-Taa Swine,0.02,GTC,Common,0.00,0.00%,0.00,0.00%
Alms Beast,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Angelic Skirmisher,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Assemble the Legion,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Biomass Mutation,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Biovisionary,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Blind Obedience,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Boros Reckoner,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Clan Defiance,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Consuming Aberration,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Deathpact Angel,0.01,GTC,Mythic,0.00,0.00%,-0.01,-50.00%
Diluvian Primordial,0.01,GTC,Rare,-0.01,-50.00%,0.00,0.00%
Duskmantle Seer,0.01,GTC,Mythic,0.00,0.00%,0.00,0.00%
Fathom Mage,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Firemane Avenger,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Five-Alarm Fire,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Foundry Champion,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Frontline Medic,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Glaring Spotlight,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Gruul Ragebeast,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Gyre Sage,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
High Priest of Penance,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Illusionist's Bracers,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Immortal Servitude,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Luminate Primordial,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Merciless Eviction,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Mind Grind,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Molten Primordial,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Mystic Genesis,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Ogre Slumlord,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Ooze Flux,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Realmwright,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Rubblebelt Raiders,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Rubblehulk,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Sepulchral Primordial,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Signal the Clans,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Simic Manipulator,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Skarrg Goliath,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Soul Ransom,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Spark Trooper,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Stolen Identity,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Sylvan Primordial,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Treasury Thrull,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Undercity Plague,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Unexpected Results,0.01,GTC,Rare,0.00,0.00%,0.00,0.00%
Whispering Madness,0.01,GTC,Rare,-0.01,-50.00%,0.00,0.00%
"Tabletop
$ 246","DECLINING CARDS
21▼","PRICE CHANGE
+1.00","RISING CARDS
42▲","MTGO
28 tix","PRICE CHANGE
+0.23","RISING CARDS
9▲","DECLINING CARDS
11▼"
Sacred Foundry,20.92,GRN,Rare,+0.17,+1.00%,+0.81,+4.00%
Steam Vents,16.17,GRN,Rare,+0.18,+1.00%,+0.64,+4.00%
Assassin's Trophy,14.46,GRN,Rare,-0.03,0.00%,-0.28,-2.00%
Watery Grave,14.00,GRN,Rare,0.00,0.00%,-0.01,0.00%
Overgrown Tomb,13.97,GRN,Rare,+0.13,+1.00%,+0.21,+2.00%
Thousand-Year Storm,11.33,GRN,Mythic,+0.03,0.00%,+0.10,+1.00%
Temple Garden,10.51,GRN,Rare,+0.06,+1.00%,+0.10,+1.00%
Chromatic Lantern,10.44,GRN,Rare,+0.09,+1.00%,+0.31,+3.00%
Divine Visitation,10.25,GRN,Mythic,+0.05,0.00%,-0.01,0.00%
Doom Whisperer,7.80,GRN,Mythic,+0.07,+1.00%,+0.13,+2.00%
Arclight Phoenix,6.99,GRN,Mythic,-0.01,0.00%,-0.04,-1.00%
Underrealm Lich,5.46,GRN,Mythic,+0.06,+1.00%,+0.06,+1.00%
"Vraska, Golgari Queen",4.25,GRN,Mythic,+0.04,+1.00%,+0.20,+5.00%
"Niv-Mizzet, Parun",3.43,GRN,Rare,-0.05,-1.00%,-0.02,-1.00%
Mnemonic Betrayal,3.38,GRN,Mythic,0.00,0.00%,-0.03,-1.00%
Dawn of Hope,2.62,GRN,Rare,+0.10,+4.00%,-0.05,-2.00%
Beast Whisperer,2.46,GRN,Rare,-0.02,-1.00%,-0.04,-2.00%
Legion Warboss,2.00,GRN,Rare,0.00,0.00%,+0.01,+1.00%
"Aurelia, Exemplar of Justice",1.99,GRN,Mythic,0.00,0.00%,0.00,0.00%
Expansion // Explosion,1.99,GRN,Rare,0.00,0.00%,-0.03,-1.00%
March of the Multitudes,1.96,GRN,Mythic,0.00,0.00%,-0.01,-1.00%
"Lazav, the Multifarious",1.86,GRN,Mythic,-0.01,-1.00%,-0.04,-2.00%
Thief of Sanity,1.75,GRN,Rare,0.00,0.00%,+0.01,+1.00%
Chance for Glory,1.50,GRN,Mythic,0.00,0.00%,+0.01,+1.00%
Quasiduplicate,1.50,GRN,Rare,-0.02,-1.00%,+0.02,+1.00%
Risk Factor,1.49,GRN,Rare,0.00,0.00%,0.00,0.00%
Pelt Collector,1.26,GRN,Rare,0.00,0.00%,-0.01,-1.00%
"Ral, Izzet Viceroy",1.25,GRN,Mythic,0.00,0.00%,0.00,0.00%
Trostani Discordant,1.20,GRN,Mythic,0.00,0.00%,0.00,0.00%
Drowned Secrets,1.17,GRN,Rare,0.00,0.00%,-0.02,-2.00%
Mausoleum Secrets,1.15,GRN,Rare,+0.03,+3.00%,+0.03,+3.00%
Knight of Autumn,1.14,GRN,Rare,0.00,0.00%,-0.02,-2.00%
Dream Eater,1.13,GRN,Mythic,+0.01,+1.00%,+0.01,+1.00%
Mission Briefing,0.97,GRN,Rare,0.00,0.00%,-0.02,-2.00%
"Izoni, Thousand-Eyed",0.96,GRN,Rare,0.00,0.00%,0.00,0.00%
Nullhide Ferox,0.86,GRN,Mythic,0.00,0.00%,0.00,0.00%
Electrostatic Field,0.85,GRN,Uncommon,-0.02,-2.00%,-0.05,-6.00%
Ionize,0.84,GRN,Rare,0.00,0.00%,-0.01,-1.00%
Circuitous Route,0.75,GRN,Uncommon,0.00,0.00%,-0.01,-1.00%
"Tajic, Legion's Edge",0.75,GRN,Rare,0.00,0.00%,0.00,0.00%
Forest,0.74,GRN,Basic Land,0.00,0.00%,0.00,0.00%
Midnight Reaper,0.74,GRN,Rare,+0.01,+1.00%,0.00,0.00%
Mountain,0.69,GRN,Basic Land,0.00,0.00%,-0.05,-7.00%
Camaraderie,0.59,GRN,Rare,+0.01,+2.00%,0.00,0.00%
Guildmages' Forum,0.58,GRN,Rare,0.00,0.00%,+0.03,+5.00%
"Etrata, the Silencer",0.57,GRN,Rare,-0.01,-2.00%,-0.02,-3.00%
Ritual of Soot,0.54,GRN,Rare,-0.01,-2.00%,-0.01,-2.00%
Island,0.53,GRN,Basic Land,0.00,0.00%,-0.06,-10.00%
Runaway Steam-Kin,0.52,GRN,Rare,0.00,0.00%,+0.01,+2.00%
Swiftblade Vindicator,0.52,GRN,Rare,0.00,0.00%,0.00,0.00%
Connive // Concoct,0.50,GRN,Rare,0.00,0.00%,0.00,0.00%
Narcomoeba,0.50,GRN,Rare,0.00,0.00%,0.00,0.00%
Unmoored Ego,0.50,GRN,Rare,0.00,0.00%,+0.01,+2.00%
Creeping Chill,0.49,GRN,Uncommon,0.00,0.00%,-0.01,-2.00%
Deafening Clarion,0.49,GRN,Rare,-0.01,-2.00%,0.00,0.00%
"Emmara, Soul of the Accord",0.49,GRN,Rare,0.00,0.00%,0.00,0.00%
Plaguecrafter,0.49,GRN,Uncommon,0.00,0.00%,-0.01,-2.00%
Venerated Loxodon,0.49,GRN,Rare,0.00,0.00%,0.00,0.00%
Experimental Frenzy,0.46,GRN,Rare,-0.01,-2.00%,+0.01,+2.00%
Light of the Legion,0.43,GRN,Rare,0.00,0.00%,+0.01,+2.00%
Response // Resurgence,0.43,GRN,Rare,0.00,0.00%,0.00,0.00%
Bounty Agent,0.40,GRN,Rare,0.00,0.00%,+0.01,+3.00%
Chamber Sentry,0.40,GRN,Rare,0.00,0.00%,0.00,0.00%
Citywide Bust,0.40,GRN,Rare,+0.01,+3.00%,+0.01,+3.00%
Discovery // Dispersal,0.40,GRN,Uncommon,0.00,0.00%,-0.02,-5.00%
Firemind's Research,0.40,GRN,Rare,0.00,0.00%,-0.01,-2.00%
Murmuring Mystic,0.40,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Swamp,0.40,GRN,Basic Land,0.00,0.00%,-0.03,-7.00%
Thought Erasure,0.40,GRN,Uncommon,-0.02,-5.00%,-0.03,-7.00%
Find // Finality,0.39,GRN,Rare,0.00,0.00%,+0.01,+3.00%
Assure // Assemble,0.37,GRN,Rare,-0.01,-3.00%,+0.01,+3.00%
Crush Contraband,0.37,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Omnispell Adept,0.37,GRN,Rare,0.00,0.00%,0.00,0.00%
Charnel Troll,0.36,GRN,Rare,0.00,0.00%,0.00,0.00%
Gruesome Menagerie,0.36,GRN,Rare,-0.01,-3.00%,0.00,0.00%
Plains,0.36,GRN,Basic Land,0.00,0.00%,+0.01,+3.00%
Blood Operative,0.35,GRN,Rare,-0.01,-3.00%,0.00,0.00%
Hatchery Spider,0.35,GRN,Rare,0.00,0.00%,0.00,0.00%
Lava Coil,0.35,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Vivid Revival,0.34,GRN,Rare,0.00,0.00%,+0.01,+3.00%
Bounty of Might,0.31,GRN,Rare,-0.01,-3.00%,0.00,0.00%
Erratic Cyclops,0.31,GRN,Rare,-0.02,-6.00%,-0.01,-3.00%
Guild Summit,0.31,GRN,Uncommon,-0.01,-3.00%,-0.01,-3.00%
Goblin Cratermaker,0.30,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Justice Strike,0.30,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Nightveil Predator,0.30,GRN,Uncommon,0.00,0.00%,-0.01,-3.00%
Price of Fame,0.30,GRN,Uncommon,+0.01,+3.00%,0.00,0.00%
Status // Statue,0.28,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Burglar Rat,0.26,GRN,Common,-0.01,-4.00%,-0.03,-10.00%
Glowspore Shaman,0.26,GRN,Uncommon,0.00,0.00%,-0.01,-4.00%
Molderhulk,0.26,GRN,Uncommon,0.00,0.00%,-0.01,-4.00%
Truefire Captain,0.26,GRN,Uncommon,0.00,0.00%,-0.01,-4.00%
Arboretum Elemental,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Beacon Bolt,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Beamsplitter Mage,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Book Devourer,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Boros Challenger,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Chemister's Insight,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Citywatch Sphinx,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Conclave Cavalier,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Conclave Guildmage,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Conclave Tribunal,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Crackling Drake,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Demotion,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Dimir Locket,0.25,GRN,Common,0.00,0.00%,0.00,0.00%
Dimir Spybug,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Disinformation Campaign,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
District Guide,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Enhanced Surveillance,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Flower // Flourish,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Gateway Plaza,0.25,GRN,Common,0.00,0.00%,0.00,0.00%
Gird for Battle,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Glaive of the Guildpact,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Goblin Banneret,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Goblin Electromancer,0.25,GRN,Common,0.00,0.00%,0.00,0.00%
Golgari Findbroker,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Golgari Raiders,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Haazda Marshal,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Healer's Hawk,0.25,GRN,Common,0.00,0.00%,0.00,0.00%
House Guildmage,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Inescapable Blaze,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Inspiring Unicorn,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Integrity // Intervention,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Invert // Invent,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Join Shields,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Kraul Harpooner,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
League Guildmage,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Ledev Champion,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Legion Guildmage,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Lotleth Giant,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Might of the Masses,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Necrotic Wound,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Nightveil Sprite,0.25,GRN,Uncommon,0.00,0.00%,-0.01,-4.00%
Ochran Assassin,0.25,GRN,Uncommon,-0.01,-4.00%,-0.01,-4.00%
Pilfering Imp,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Precision Bolt,0.25,GRN,Common,0.00,0.00%,0.00,0.00%
Rampaging Monument,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Selective Snare,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Sinister Sabotage,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Smelt-Ward Minotaur,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Sprouting Renewal,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Sunhome Stalwart,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Swarm Guildmage,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Swathcutter Giant,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Thoughtbound Phantasm,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Vicious Rumors,0.25,GRN,Common,-0.01,-4.00%,-0.02,-7.00%
Wand of Vertebrae,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Wee Dragonauts,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Whispering Snitch,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Worldsoul Colossus,0.25,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Affectionate Indrik,0.24,GRN,Uncommon,0.00,0.00%,0.00,0.00%
Disdainful Stroke,0.24,GRN,Common,0.00,0.00%,0.00,0.00%
